video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count
xcn_iWCEvMY,18.17.04,ナイナイのお見合い大作戦　奈良の花嫁　逆告白ＳＰ 2018年4月16日,Luke Price,10,2018-04-16T16:28:11.000Z,22256,64,56,21
XCMGQ8JxTF4,18.19.02,【平昌五輪】金メダルを獲得した羽生結弦の国旗を掲げる時のある行動に称賛の嵐,のみのみ話題チャンネル,24,2018-02-18T07:55:06.000Z,45257,139,92,26
XCMGQ8JxTF4,18.19.02,【平昌五輪】金メダルを獲得した羽生結弦の国旗を掲げる時のある行動に称賛の嵐,のみのみ話題チャンネル,24,2018-02-18T07:55:06.000Z,45257,139,92,26
xcleczto7j0,18.20.02,伊集院光深夜の馬鹿力 2018年02月19日,ラジオ深夜便,24,2018-02-19T18:47:03.000Z,7950,36,16,2
xcleczto7j0,18.20.02,伊集院光深夜の馬鹿力 2018年02月19日,ラジオ深夜便,24,2018-02-19T18:47:03.000Z,8034,36,16,2
xcJesS1At84,18.05.03,【感動】1週間ぶりに飯を食えた人間のリアル,夕闇に誘いし漆黒の楽屋,24,2018-03-04T13:00:06.000Z,67953,1292,171,294
xcJesS1At84,18.05.03,【感動】1週間ぶりに飯を食えた人間のリアル,夕闇に誘いし漆黒の楽屋,24,2018-03-04T13:00:06.000Z,67953,1292,171,294
xcJesS1At84,18.06.03,【感動】1週間ぶりに飯を食えた人間のリアル,夕闇に誘いし漆黒の楽屋,24,2018-03-04T13:00:06.000Z,108669,1464,211,309
XcitnhS7-sg,18.16.03,【ワンピースラジオ】麦わらの一味に入る為のハードルがクッソ高い話ｗｗｗ【文字起こし】,文字起こしラジオ局Radio・d・Radio,22,2018-03-15T05:42:41.000Z,20412,314,9,25
XcitnhS7-sg,18.16.03,【ワンピースラジオ】麦わらの一味に入る為のハードルがクッソ高い話ｗｗｗ【文字起こし】,文字起こしラジオ局Radio・d・Radio,22,2018-03-15T05:42:41.000Z,20412,314,9,25
XciaPvr7s2w,18.28.02,柴犬小春　お芋さんを食べ、コタツで満足げに寝る柴犬,Kohachannel,15,2018-02-27T12:08:27.000Z,45456,1153,33,207
XciaPvr7s2w,18.28.02,柴犬小春　お芋さんを食べ、コタツで満足げに寝る柴犬,Kohachannel,15,2018-02-27T12:08:27.000Z,45456,1153,33,207
XcgYQqUngFI,18.22.02,平昌五輪の醜態に小倉智昭が大激怒！羽生結弦らへの不正採点疑惑も浮上！,エンタメDEEP,24,2018-02-21T04:28:54.000Z,17313,67,6,10
Xce5GhISSDM,18.13.02,【極寒】 北海道でふんどし一丁でお湯をかけ合う奇祭がとんでもないｗｗｗ,恭チャンネル,24,2018-02-12T11:03:11.000Z,45502,783,61,162
Xce5GhISSDM,18.13.02,【極寒】 北海道でふんどし一丁でお湯をかけ合う奇祭がとんでもないｗｗｗ,恭チャンネル,24,2018-02-12T11:03:11.000Z,45502,783,61,162
xCBsaEgjOUU,18.10.05,【ハイライト】ジュビロ磐田×清水エスパルス「ルヴァンカップ GS第5節」,スカサカ!「24時間サッカー専門チャンネル」,17,2018-05-09T13:49:38.000Z,47106,168,19,53
xc4BW1O6GhQ,18.16.02,水曜日のダウンタウン「読みの鋭さの違い」 ✦ 主な理論・で笑ってた人マジで0人説,Аzika Таpu,24,2018-02-15T07:25:02.000Z,90180,263,94,150
xc4BW1O6GhQ,18.16.02,水曜日のダウンタウン「読みの鋭さの違い」 ✦ 主な理論・で笑ってた人マジで0人説,Аzika Таpu,24,2018-02-15T07:25:02.000Z,90180,263,94,150
xC1Z21clKqc,18.05.03,伊調馨と栄監督の問題で、吉田沙保里が削除した”あるもの”に一同驚愕！「彼女は一体どういう気持で…」,芸能黙示録,25,2018-03-04T11:22:26.000Z,228643,1793,425,176
xC1Z21clKqc,18.05.03,伊調馨と栄監督の問題で、吉田沙保里が削除した”あるもの”に一同驚愕！「彼女は一体どういう気持で…」,芸能黙示録,25,2018-03-04T11:22:26.000Z,228643,1793,425,176
xC1Z21clKqc,18.06.03,伊調馨と栄監督の問題で、吉田沙保里が削除した”あるもの”に一同驚愕！「彼女は一体どういう気持で…」,芸能黙示録,25,2018-03-04T11:22:26.000Z,364741,2092,532,211
xbzSk9UjDUc,18.03.06,限界を超えろ！高速山手線ゲーム！,はじめしゃちょーの畑,24,2018-06-02T08:40:46.000Z,416048,8149,246,1875
xbzSk9UjDUc,18.03.06,限界を超えろ！高速山手線ゲーム！,はじめしゃちょーの畑,24,2018-06-02T08:40:46.000Z,416048,8149,246,1875
xBx7bj1tMhs,18.29.05,【衝撃】金持ちと貧乏人の行動の違い Part3,フェルミ研究所,24,2018-05-28T10:00:13.000Z,86419,1301,94,464
xbv0V4z9eEs,18.22.02,【吹いたら負け】話題の面白い画像集,クローバーチャンネル,22,2018-02-21T08:35:29.000Z,80463,530,42,185
xBucxn04168,18.01.04,180331(土)上原パーフェクト・赤星解説岡本HR&ヒット量産ポイント・田嶋初勝利・石川粘投・浅村＆山川アーチ・ボルシンガーカーブで翻弄　プロ野球ハイライト,Touch Play,22,2018-03-31T16:13:49.000Z,295383,652,173,488
xBucxn04168,18.01.04,180331(土)上原パーフェクト・赤星解説岡本HR&ヒット量産ポイント・田嶋初勝利・石川粘投・浅村＆山川アーチ・ボルシンガーカーブで翻弄　プロ野球ハイライト,Touch Play,22,2018-03-31T16:13:49.000Z,295383,652,173,488
Xbt1PKhkYGs,18.09.05,乃木坂46　NOGIBINGO8　向井葉月と与田祐希と叙々苑弁当4000円,何度目のどんべえか,24,2018-05-03T21:46:48.000Z,11755,95,2,29
xBSeygv-Ck4,18.30.05,外国人と日本人の認識の違い１０選,セカイノフシギ,24,2018-05-29T10:15:00.000Z,173806,0,0,435
XbSDiq4_KBs,18.10.05,[4K] 180505 TVXQ! CONCERT -CIRCLE- / Maximum/B.U.T/Why,jerrysmile,24,2018-05-09T01:33:07.000Z,15939,553,4,22
xBpjDxXoQKs,18.25.03,キャンピングカーで初のキャンプ！アマゴ釣った料理！！,釣りよかでしょう。,17,2018-03-24T11:00:10.000Z,227944,2499,189,359
xBpjDxXoQKs,18.25.03,キャンピングカーで初のキャンプ！アマゴ釣った料理！！,釣りよかでしょう。,17,2018-03-24T11:00:10.000Z,227944,2499,189,359
xbP8oCqLGh4,18.02.06,今日から彼氏が変わります！！,ゆりみんチャンネル,24,2018-06-01T11:17:12.000Z,356095,7355,1156,0
XBK-2_6GQ5g,18.13.02,2/12 中日対ハンファ 練習試合ハイライト”プロ野球 キャンプ情報,スポーツ速報&平昌オリンピック,17,2018-02-12T08:17:30.000Z,9799,41,2,13
xBht9TG7ySw,18.16.05,Race 3 | Official Trailer | Salman Khan | Remo Dsouza | Releasing on 15th June 2018 | #Race3ThisEID,Salman Khan Films,24,2018-05-15T12:13:00.000Z,7159306,285946,43760,47275
xBht9TG7ySw,18.16.05,Race 3 | Official Trailer | Salman Khan | Remo Dsouza | Releasing on 15th June 2018 | #Race3ThisEID,Salman Khan Films,24,2018-05-15T12:13:00.000Z,7159306,285946,43760,47275
xbfpaAa4jOU,18.28.02,ソニーα7 IIIの「瞳AF」デモ,Impress Watch,28,2018-02-27T10:20:43.000Z,10666,0,0,0
xbfpaAa4jOU,18.28.02,ソニーα7 IIIの「瞳AF」デモ,Impress Watch,28,2018-02-27T10:20:43.000Z,10666,0,0,0
xBf54nj2g2E,18.07.03,＃40【新居】ジエンドハウスを紹介します。,ジエンド,22,2018-03-06T08:35:43.000Z,101645,1774,2750,389
xbeomGIEVQ8,18.10.05,TEL人生相談◆２９歳ピュア男◆あなた恋人は無理なんじゃない？ マドモアゼル愛 加藤諦三 2018/01/29◆人生上げてこ,人生上げてこ！相談,26,2018-05-09T11:00:05.000Z,5818,7,3,5
XbCveqctlDE,18.14.06,SUPER BEAVER『歓声前夜』トレーラー【ラストに重大告知あり】,ILP x NOiD,10,2018-06-13T12:00:05.000Z,38437,2205,10,129
XbCveqctlDE,18.14.06,SUPER BEAVER『歓声前夜』トレーラー【ラストに重大告知あり】,ILP x NOiD,10,2018-06-13T12:00:05.000Z,38437,2205,10,129
XBcJlpVpcEg,18.03.06,かんあき東京おもちゃショーに行くよ！遊びに来てね〜♪ぷっちぐみ7月号2018,kougeisha,22,2018-06-02T03:03:42.000Z,129514,998,747,314
XBcJlpVpcEg,18.03.06,かんあき東京おもちゃショーに行くよ！遊びに来てね〜♪ぷっちぐみ7月号2018,kougeisha,22,2018-06-02T03:03:42.000Z,129514,998,747,314
xBBhs27acBk,18.24.03,【横浜DeNAベイスターズ編】「実況パワフルプロ野球2018」対決動画,KONAMI公式,20,2018-03-23T07:15:46.000Z,146105,1150,73,606
Xb6PWdHCkyc,18.12.03,Pilipinas Got Talent 2018 Auditions: Jomel Cabico - Ogie Alcasid Impersonation - Singing,Pilipinas Got Talent,24,2018-03-11T12:13:21.000Z,490745,3210,93,344
xAxnSJWEhks,18.28.04,[ASMR] チョコレート米粉パウンドケーキ｜グルテンフリー,Chocolate House SEIJIN チョコレートハウスSEIJIN,26,2018-04-27T08:30:01.000Z,64652,2844,15,500
XaTMs600bpE,18.26.04,乃木坂46のオールナイトニッポン超直前スペシャル 白石麻衣 松村沙友理 桜井玲香,Start Pd,24,2018-04-25T16:02:57.000Z,55537,778,20,102
XaTMs600bpE,18.26.04,乃木坂46のオールナイトニッポン超直前スペシャル 白石麻衣 松村沙友理 桜井玲香,Start Pd,24,2018-04-25T16:02:57.000Z,55537,778,20,102
xaROLONkM5s,18.13.03,【衝撃】世界一簡単なバグ！！でもかなり不思議な事が起こります！！マリオオデッセイ写真部【写真部47】,ちゃあ/chaa's,20,2018-03-12T08:00:03.000Z,38306,638,73,115
xaROLONkM5s,18.13.03,【衝撃】世界一簡単なバグ！！でもかなり不思議な事が起こります！！マリオオデッセイ写真部【写真部47】,ちゃあ/chaa's,20,2018-03-12T08:00:03.000Z,38306,638,73,115
xaROLONkM5s,18.14.03,【衝撃】世界一簡単なバグ！！でもかなり不思議な事が起こります！！マリオオデッセイ写真部【写真部47】,ちゃあ/chaa's,20,2018-03-12T08:00:03.000Z,58606,702,78,126
xaROLONkM5s,18.14.03,【衝撃】世界一簡単なバグ！！でもかなり不思議な事が起こります！！マリオオデッセイ写真部【写真部47】,ちゃあ/chaa's,20,2018-03-12T08:00:03.000Z,58606,702,78,126
xALKNX6PA_0,18.27.02,【宇哥】小伙喝了丑女递来的饮料后，身体发生了不可思议的变化！《美丽背后的恐惧》,宇哥讲电影,1,2018-02-26T10:07:18.000Z,180453,1434,63,217
XagVzOc0ihw,18.29.04,ヒロアカ3期4話 1000000%デラウェア・デトロイトスマッシュ,ゆうやん-_零___,22,2018-04-28T10:10:36.000Z,4825,60,0,32
xaccVkfZ9Bw,18.15.04,【脳トレ】頭が良くても一人じゃ解けない！協力5文字クイズやってみた！【第二弾】,えぬーんちゃんねる,24,2018-04-14T10:00:41.000Z,9017,116,5,116
XaAf_CykVvc,18.19.03,貴公俊が遅れて取組力士や呼出・親方達が心配そうにする−小走りで土俵下へ／土俵復帰の貴ノ岩−8日目は新鋭矢後と大激戦／矢後-貴ノ岩/2018.3.18/yago-takanoiwa/day8,〜SUMO Channel〜大相撲って本当に良いものですね,17,2018-03-18T07:49:16.000Z,84333,145,81,54
XaAf_CykVvc,18.19.03,貴公俊が遅れて取組力士や呼出・親方達が心配そうにする−小走りで土俵下へ／土俵復帰の貴ノ岩−8日目は新鋭矢後と大激戦／矢後-貴ノ岩/2018.3.18/yago-takanoiwa/day8,〜SUMO Channel〜大相撲って本当に良いものですね,17,2018-03-18T07:49:16.000Z,84333,145,81,54
xa_avYz0VUQ,18.18.02,「30th ANNIVERSARY Live Blu-ray Box」ダイジェスト映像,elekashiofficial,10,2018-02-17T07:41:22.000Z,9893,253,4,0
X-9uWSDGahY,18.02.05,三浦大知 (Daichi Miura) / すべりだい(椎名林檎トリビュート・アルバム『アダムとイヴの林檎』より),avex,10,2018-05-01T01:00:02.000Z,64735,1799,21,101
X9nWr0R96F8,18.09.05,【マンガ動画】 艦これ漫画: 多くの物語 88,マンガスーパー,22,2018-05-08T09:15:02.000Z,4397,32,0,10
x9Mnj-zehCk,18.27.02,【現実】クソ転売ヤー遂に敗北!? 100円から始めるクソ転売ヤー生活 第5話,つるなか,24,2018-02-26T09:00:03.000Z,259743,2138,561,611
x9Mnj-zehCk,18.27.02,【現実】クソ転売ヤー遂に敗北!? 100円から始めるクソ転売ヤー生活 第5話,つるなか,24,2018-02-26T09:00:03.000Z,259743,2138,561,611
x9Mnj-zehCk,18.28.02,【現実】クソ転売ヤー遂に敗北!? 100円から始めるクソ転売ヤー生活 第5話,つるなか,24,2018-02-26T09:00:03.000Z,366586,2490,780,655
x9Mnj-zehCk,18.28.02,【現実】クソ転売ヤー遂に敗北!? 100円から始めるクソ転売ヤー生活 第5話,つるなか,24,2018-02-26T09:00:03.000Z,366586,2490,780,655
X9jCmZm9CQw,18.06.04,บุพเพสันนิวาส BuppeSanNivas EP.14 ตอนที่ 2/9 | 05-04-61 | Ch3Thailand,Ch3Thailand,24,2018-04-05T17:00:02.000Z,488898,2040,175,266
X9jCmZm9CQw,18.06.04,บุพเพสันนิวาส BuppeSanNivas EP.14 ตอนที่ 2/9 | 05-04-61 | Ch3Thailand,Ch3Thailand,24,2018-04-05T17:00:02.000Z,488898,2040,175,266
X9DfNhbi4sw,18.13.06,【こども食堂】カズさん料理人(見習い)になりました。,カズチャンネル/Kazu Channel,26,2018-06-12T10:00:04.000Z,108745,4953,91,677
X9DfNhbi4sw,18.13.06,【こども食堂】カズさん料理人(見習い)になりました。,カズチャンネル/Kazu Channel,26,2018-06-12T10:00:04.000Z,108745,4953,91,677
X9ah6ruzKIk,18.05.03,Pilipinas Got Talent 2018 Auditions: Mad Queens - Dance,Pilipinas Got Talent,24,2018-03-04T12:36:34.000Z,1592055,7678,1375,2070
X9ah6ruzKIk,18.05.03,Pilipinas Got Talent 2018 Auditions: Mad Queens - Dance,Pilipinas Got Talent,24,2018-03-04T12:36:34.000Z,1592055,7678,1375,2070
X9ah6ruzKIk,18.06.03,Pilipinas Got Talent 2018 Auditions: Mad Queens - Dance,Pilipinas Got Talent,24,2018-03-04T12:36:34.000Z,2165224,9135,1968,2369
x91PGies0Vg,18.03.04,【インスタ映え（したい）】お花見カップクレープの作り方【kattyanneru】,kattyanneru/かっちゃんねる,26,2018-04-02T08:00:04.000Z,19008,646,12,103
x8Ywv45dUsI,18.23.03,【RAB】星野源 - ドラえもん踊ってみた【リアルアキバボーイズ】,RAB リアルアキバボーイズ (Real Akiba Boyz),24,2018-03-22T09:00:08.000Z,18682,955,5,130
x8SBN8gjQak,18.07.05,疲労困憊の東海オンエアPK対決,東海オンエアの控え室,23,2018-05-06T14:41:51.000Z,300047,6731,94,1004
x8SBN8gjQak,18.07.05,疲労困憊の東海オンエアPK対決,東海オンエアの控え室,23,2018-05-06T14:41:51.000Z,300047,6731,94,1004
x8SBN8gjQak,18.08.05,疲労困憊の東海オンエアPK対決,東海オンエアの控え室,23,2018-05-06T14:41:51.000Z,458211,8947,136,1049
X8py-1PQ8hM,18.04.06,【即興セリフ寸劇】実は家族編がありましたやでしかし,ボンボンTVの日常,26,2018-06-03T10:00:08.000Z,128826,1984,70,324
X8py-1PQ8hM,18.04.06,【即興セリフ寸劇】実は家族編がありましたやでしかし,ボンボンTVの日常,26,2018-06-03T10:00:08.000Z,128826,1984,70,324
X8M0RpK4p6g,18.17.02,Golo de Shoya Nakajima: Feirense 1-(3) Portimonense 中島翔哉,Now Football Goals,22,2018-02-16T22:21:19.000Z,21070,71,1,16
X8M0RpK4p6g,18.17.02,Golo de Shoya Nakajima: Feirense 1-(3) Portimonense 中島翔哉,Now Football Goals,22,2018-02-16T22:21:19.000Z,21070,71,1,16
X8M0RpK4p6g,18.18.02,Golo de Shoya Nakajima: Feirense 1-(3) Portimonense (Liga 23ªJ) 中島翔哉,Now Football Goals,22,2018-02-16T22:21:19.000Z,38870,105,4,41
x8k9iNRQTbU,18.13.05,ヤンタン土曜日　2018年5月12日 明石家さんまが剛力彩芽から綾瀬はるかへ,高文杉本,25,2018-05-12T14:47:05.000Z,11396,84,13,3
x8fVW0wyvos,18.10.06,俺って朝から巨大クロワッサン何個食えるの？壮絶な結果になった。。,ぷろたん日記,24,2018-06-10T10:39:25.000Z,70562,947,590,379
x8fVW0wyvos,18.10.06,俺って朝から巨大クロワッサン何個食えるの？壮絶な結果になった。。,ぷろたん日記,24,2018-06-10T10:39:25.000Z,70562,947,590,379
x8fVW0wyvos,18.11.06,俺って朝から巨大クロワッサン何個食えるの？壮絶な結果になった。。,ぷろたん日記,24,2018-06-10T10:39:25.000Z,88388,1110,825,416
x8fVW0wyvos,18.11.06,俺って朝から巨大クロワッサン何個食えるの？壮絶な結果になった。。,ぷろたん日記,24,2018-06-10T10:39:25.000Z,88388,1110,825,416
x8FSmn4oWiw,18.14.04,뮤직뱅크 Music Bank - What is Love? - TWICE(트와이스).20180413,KBSKpop,24,2018-04-13T10:30:18.000Z,1855638,71112,4033,0
x8FSmn4oWiw,18.14.04,뮤직뱅크 Music Bank - What is Love? - TWICE(트와이스).20180413,KBSKpop,24,2018-04-13T10:30:18.000Z,1855638,71112,4033,0
X7XO3Id4cxE,18.08.05,やっぱり…SMAPのメンバーって…素敵すぎる…!? 香取慎吾の、マスコミに対する行動に、TOKIOファンが…救われた…!? これが「ファンを想う」という事…!?,芸能ニュース&NEWS,25,2018-05-07T13:56:29.000Z,11071,269,14,11
X7PxByRPXkk,18.20.04,テレフォン人生相談　大丈夫？こんな式を挙げた２人と親族！,みんなの人生相談,24,2018-04-19T13:30:00.000Z,4390,12,5,5
X7N60RJEpcg,18.25.02,【羽生結弦2018】元絶対女王の「定位置」は絶対女王のままだったｗｗ。エキシビション前日練習。Figure SkatingTV,Figure SkatingTV,17,2018-02-24T11:25:59.000Z,37635,166,20,11
x7L7q5vUJxI,18.10.05,大谷翔平ロッキーズ戦前のフリー打撃で約150メートルの特大柵越えを放ち米驚愕「人生で見るべき」は万里の長城、オーロラ、大谷!おまけ映像あり,八咫烏の軌跡,25,2018-05-09T13:40:32.000Z,14827,54,11,12
x7bUzG40qHs,18.28.03,大阪桐蔭 根尾昂 人並み外れた運動能力！,MicSports,17,2018-03-27T09:50:22.000Z,262306,721,64,612
x7bUzG40qHs,18.28.03,大阪桐蔭 根尾昂 人並み外れた運動能力！,MicSports,17,2018-03-27T09:50:22.000Z,262306,721,64,612
X73pKXzPDTI,18.02.05,Free style Drift Grand Prix  ドリ天 Vol 71 ①,DRIFT STATION,2,2018-05-01T07:18:04.000Z,7844,54,4,9
x705noTw2Co,18.07.05,江原啓之　TOKIO山口達也への予言的中！！TOKIOの未来も予言,hirokuma TV,27,2018-05-06T03:00:04.000Z,10599,38,15,4
x6yCJ9-V4jA,18.05.04,大谷翔平 2試合連続ホームラン,rikk boon,22,2018-04-04T22:02:49.000Z,831815,2683,167,1228
x6yCJ9-V4jA,18.06.04,大谷翔平 2試合連続ホームラン,rikk boon,22,2018-04-04T22:02:49.000Z,1527866,4434,351,1822
x6yCJ9-V4jA,18.06.04,大谷翔平 2試合連続ホームラン,rikk boon,22,2018-04-04T22:02:49.000Z,1527866,4434,351,1822
x6yCJ9-V4jA,18.07.04,大谷翔平 2試合連続ホームラン,rikk boon,22,2018-04-04T22:02:49.000Z,1667506,4645,387,1873
X6U1g77Pf28,18.10.03,灰原哀「あれれー？おかしいぞ〜？」,野獣先輩,24,2018-02-15T00:56:31.000Z,3875,114,5,23
X6U1g77Pf28,18.10.03,灰原哀「あれれー？おかしいぞ〜？」,野獣先輩,24,2018-02-15T00:56:31.000Z,3875,114,5,23
x6q41EnhPnU,18.07.05,Mili - Summoning 101,Mili,10,2018-05-06T11:00:04.000Z,65192,6701,11,726
X6nH6lKFY8w,18.05.04,＜キャスト＞橋下徹氏生出演 20180403,osakanews jpn,22,2018-04-03T10:43:46.000Z,8010,52,3,17
x63FigJG9XE,18.26.05,反則タックル事件でわかる、性格やばいやつの見分け方,メンタリスト DaiGo,28,2018-05-25T13:28:01.000Z,76554,1415,308,100
x63FigJG9XE,18.26.05,反則タックル事件でわかる、性格やばいやつの見分け方,メンタリスト DaiGo,28,2018-05-25T13:28:01.000Z,76554,1415,308,100
x63ByYTmtTU,18.17.03,【公式】孤独のグルメ Season6 第12話,TVTOKYO,24,2018-03-17T03:00:04.000Z,11789,126,5,16
X5ybaZTC6lU,18.12.06,柴犬シバチャと行く「伊豆旅行記」#2,シバチャンネル,15,2018-06-11T09:44:10.000Z,38422,2924,10,578
X5wS4Pv2Fms,18.22.05,秋葉原の怪しい自販機の食材だけで料理作ってみた！,プリッとChannel,24,2018-05-21T10:00:04.000Z,58242,1156,75,172
X5wS4Pv2Fms,18.22.05,秋葉原の怪しい自販機の食材だけで料理作ってみた！,プリッとChannel,24,2018-05-21T10:00:04.000Z,58242,1156,75,172
X5wEshpY0X8,18.05.06,うちに懸賞品が届いた。ママ友A「やった！」A娘「やったあ！やったあ！」私「えっ」A「えっ」,キニナル2chch,24,2018-06-04T03:00:01.000Z,13939,28,5,16
x5uEgKRp_Ug,18.10.06,レン「マガジンを出せいぃっ！！」【SAO オルタナティブ ガンゲイル・オンライン】SAOAGGO,SynthesisTV 2号機,1,2018-06-10T03:34:13.000Z,205789,956,80,320
x5uEgKRp_Ug,18.11.06,レン「マガジンを出せいぃっ！！」【SAO オルタナティブ ガンゲイル・オンライン】SAOAGGO,SynthesisTV 2号機,1,2018-06-10T03:34:13.000Z,230875,1051,93,327
X5Od2w5m7wQ,18.22.04,乃木坂46「シンクロニシティ」MUSIC FAIR 2018-04-21,乃ホ坂46!,10,2018-04-21T09:55:41.000Z,56737,1684,21,256
X5Od2w5m7wQ,18.22.04,乃木坂46「シンクロニシティ」MUSIC FAIR 2018-04-21,乃ホ坂46!,10,2018-04-21T09:55:41.000Z,56737,1684,21,256
x5O92upWXhs,18.01.05,柴犬小春　獣医さんの話や歯が普通より4本多かったり方言の話題など,Kohachannel,15,2018-04-30T16:10:02.000Z,15526,380,18,41
x5-nn4uVw-o,18.11.03,乃木坂46 白石麻衣 松村沙友理 秋元真夏 「乃木坂46参戦！競馬ウソのような本当の話」DAIGO 小嶋陽菜 堤礼実『馬好王国〜UmazuKingdom〜』 2018年03月10日,乃木坂ちゃんころぴー46,24,2018-03-10T17:03:50.000Z,5284,96,5,14
x5-nn4uVw-o,18.11.03,乃木坂46 白石麻衣 松村沙友理 秋元真夏 「乃木坂46参戦！競馬ウソのような本当の話」DAIGO 小嶋陽菜 堤礼実『馬好王国〜UmazuKingdom〜』 2018年03月10日,乃木坂ちゃんころぴー46,24,2018-03-10T17:03:50.000Z,5284,96,5,14
X5LPECVJCio,18.17.05,【恋文】ラブレターで負けたらラブレターを書きます！！！,夕闇に誘いし漆黒の天使達,24,2018-05-16T11:00:03.000Z,46316,1120,20,229
X5LPECVJCio,18.17.05,【恋文】ラブレターで負けたらラブレターを書きます！！！,夕闇に誘いし漆黒の天使達,24,2018-05-16T11:00:03.000Z,46316,1120,20,229
x5Cbv52sOzc,18.12.03,Pop Team Epic Episode 10 Reaction ポプテピピック Mashup,v loveanime,22,2018-03-11T06:14:01.000Z,8247,42,3,2
x54-EIi78xE,18.17.03,交差点Uターン!,comb318,2,2018-03-16T10:00:07.000Z,9630,40,19,10
x4oRlQ_UX1A,18.25.03,새우 크림 치즈 퐁듀 먹방 _ 꿀키님의 쿠킹박스⭐감동⭐ :D,나도Nado,24,2018-03-24T10:46:49.000Z,184768,5041,120,596
x4Kii3eZWsM,18.18.02,【下野紘】3/14発売1stミニアルバム「Color of Life」コメント＆「Black Thunder」Music Video (1Chorus),Anime PONY CANYON,1,2018-02-17T08:00:02.000Z,9655,0,0,0
X4HNvHl_uVI,18.30.05,Deweni Inima | Episode 342 29th May 2018,TV Derana,24,2018-05-29T15:30:01.000Z,287202,2014,290,526
X4fJLbAHVTU,18.11.03,[HOT] 3월 2주차 1위 '아이콘 - 사랑을 했다 (IKON - Love Scenario)' Show Music core 20180310,MBCkpop,10,2018-03-10T07:43:56.000Z,126573,6778,69,468
x439pSLwie8,18.16.04,【上念司】最新ニュース速報 2018年4月16日,この世界歩んでこう,25,2018-04-15T23:36:53.000Z,33620,416,57,73
x4_8fOAAx-U,18.06.05,[윤호FANCAM] ソウル☆ユノ チャンミン  BUG & Virtigo  180505 YUHHO,miho316203,10,2018-05-06T00:33:14.000Z,9586,516,4,4
x4_8fOAAx-U,18.06.05,[윤호FANCAM] ソウル☆ユノ チャンミン  BUG & Virtigo  180505 YUHHO,miho316203,10,2018-05-06T00:33:14.000Z,9586,516,4,4
x3zQELlrY6A,18.07.05,$8 Toast Vs. $20 Toast,BuzzFeedVideo,22,2018-05-06T15:00:19.000Z,2481124,61901,1882,6921
x3Bqrq6Ilaw,18.21.04,【迷列車で行こう海外編】現地突撃取材 ～英国面の洗礼？ イギリス×日本 日立製高速列車クラス800乗車レポ２～,海外鉄道チャンネル 迷列車で行こう海外編 HD,24,2018-04-20T06:31:04.000Z,8414,236,10,48
x33KAcnhkS8,18.04.03,《にじさんじ公式》女神ボイス集つくるってよ会議,《にじさんじ公式》モイラ,24,2018-03-03T19:29:14.000Z,23180,1353,2,27
x2Sp2ARYcSY,18.09.02,2018年度 全日本吹奏楽コンクール課題曲 Ⅳ コンサート･マーチ「虹色の未来へ」,wishwindorch,10,2018-02-08T13:45:35.000Z,12122,780,14,128
x2Sp2ARYcSY,18.09.02,2018年度 全日本吹奏楽コンクール課題曲 Ⅳ コンサート･マーチ「虹色の未来へ」,wishwindorch,10,2018-02-08T13:45:35.000Z,12122,780,14,128
x2RtTqIF9Kw,18.03.03,【SUSHI★BOYSのいたずら】まさか⁉︎ テイクアウト牛丼の蓋が…www #62,SUSHI☆BOYS,24,2018-03-02T10:00:07.000Z,193816,1303,274,248
x2RtTqIF9Kw,18.03.03,【SUSHI★BOYSのいたずら】まさか⁉︎ テイクアウト牛丼の蓋が…www #62,SUSHI☆BOYS,24,2018-03-02T10:00:07.000Z,193816,1303,274,248
x2QdS7yKivg,18.12.05,【上念司】愛媛県知事反発「請われれば国会に出る」←あることないこと言うんでしょ,ニュースを斬る,25,2018-05-11T04:13:33.000Z,21701,249,18,56
x2NZnbIsqwU,18.18.04,加藤浩次が解決!? 乃木坂46 お悩み相談,ELUGA P03,22,2018-04-08T13:40:46.000Z,3620,57,3,8
x2ifKCOHEN0,18.12.06,ぽてとハウスリフォームしたら大喜び！？,ぽてとチャンネル,15,2018-06-11T10:00:12.000Z,64567,2216,27,306
x2ifKCOHEN0,18.12.06,ぽてとハウスリフォームしたら大喜び！？,ぽてとチャンネル,15,2018-06-11T10:00:12.000Z,64567,2216,27,306
x2ICrz1xWT8,18.18.02,モモはステージで何かをよく落とす♡【ガオンチャートTWICEパフォーマンスFull】,マーキュリー商事,24,2018-02-17T16:38:54.000Z,129480,4447,140,1158
x2ICrz1xWT8,18.18.02,モモはステージで何かをよく落とす♡【ガオンチャートTWICEパフォーマンスFull】,マーキュリー商事,24,2018-02-17T16:38:54.000Z,129480,4447,140,1158
x2huO11LEY4,18.09.02,MHW HR104 ライトボウガン TAメイン,しゃーちゃん,20,2018-02-08T21:02:06.000Z,7651,31,168,9
x2ATBbagb24,18.11.05,富山県で捕ってきたホタルイカでパエリアを作る！,釣りよか飯,22,2018-05-10T10:05:06.000Z,87374,1003,65,122
X26dKMt2088,18.17.02,WANIMA 　-BRL'17-,あっちゃん,22,2018-02-16T23:53:57.000Z,2199,297,5,37
X26dKMt2088,18.17.02,WANIMA 　-BRL'17-,あっちゃん,22,2018-02-16T23:53:57.000Z,2199,297,5,37
