video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count
JzxxgGFYx8Q,18.21.02,「そだね～」カーリング女子日本代表 平昌五輪,baribari-buriburi-Oshita,22,2018-02-20T04:13:39.000Z,9841,5,10,6
jZWnKbBN5Yg,18.25.02,Goose house Streaming Live #80,Goose house,10,2018-02-24T13:34:02.000Z,144085,3769,73,105
jZWnKbBN5Yg,18.25.02,Goose house Streaming Live #80,Goose house,10,2018-02-24T13:34:02.000Z,144085,3769,73,105
jzwdf2gWw0Q,18.22.04,世良は何が起きましたか 名探偵コナン,Yunero,1,2018-04-21T23:17:27.000Z,6819,44,2,16
jzvZvMmFBUM,18.07.03,【珍回答】来日8年目韓国人の日本語力がアホ過ぎた【日本語能力クイズ】,NOBLEMAN【ノーブルマン】,24,2018-03-06T18:22:25.000Z,16649,1316,38,329
jzupfHPqUdY,18.25.02,"Babymetal - Catch Me If You Can （日本語字幕）Opinion ► Pictures, Noise and Words","Pictures, Noise and Words",24,2018-02-24T15:55:33.000Z,7856,423,2,40
jzupfHPqUdY,18.25.02,"Babymetal - Catch Me If You Can （日本語字幕）Opinion ► Pictures, Noise and Words","Pictures, Noise and Words",24,2018-02-24T15:55:33.000Z,7856,423,2,40
jzP5UWHvN38,18.25.05,Fisher Tiger diz a Koala que ela pode chorar - One Piece 541,Magno o Ruivis,22,2018-05-24T20:42:00.000Z,73089,1243,22,242
jzP5UWHvN38,18.25.05,Fisher Tiger diz a Koala que ela pode chorar - One Piece 541,Magno o Ruivis,22,2018-05-24T20:42:00.000Z,73089,1243,22,242
jzP5r6w4OOo,18.17.04,前川喜平 元事務次官：安倍政権が進める公共による道徳教育の危うさ,FunkyUnagi,25,2018-04-16T08:18:28.000Z,6025,136,17,36
jZp4OJ7Re_g,18.16.05,神速人脈術～主観的類似とアソビゴコロで一瞬で友達を作る技術,メンタリスト DaiGo,28,2018-05-15T14:34:54.000Z,12178,0,0,19
jZp4OJ7Re_g,18.16.05,神速人脈術～主観的類似とアソビゴコロで一瞬で友達を作る技術,メンタリスト DaiGo,28,2018-05-15T14:34:54.000Z,12178,0,0,19
jzLlsbdrwQk,18.14.05,"$17 Pet vs. $100,000 Pet",BuzzFeedBlue,22,2018-05-13T15:00:57.000Z,1659538,41405,3781,5210
JzGAqzWp0N4,18.15.02,【BTS日本語字幕】アホプに改名します！,아수가,24,2018-02-15T07:05:20.000Z,5342,388,7,20
JzGAqzWp0N4,18.15.02,【BTS日本語字幕】アホプに改名します！,아수가,24,2018-02-15T07:05:20.000Z,5342,388,7,20
JzGAqzWp0N4,18.16.02,【BTS日本語字幕】アホプに改名します！,아수가,24,2018-02-15T07:05:20.000Z,19083,511,18,27
jZeutg5OAUQ,18.16.03,BG～身辺警護人～ 第9話,Tokyo,22,2018-03-15T15:13:05.000Z,13759,51,8,5
jZeutg5OAUQ,18.16.03,BG～身辺警護人～ 第9話,Tokyo,22,2018-03-15T15:13:05.000Z,13759,51,8,5
JzD8ioNhqiI,18.23.04,Katakuri vs Luffy | Jinbe Saves Luffy  - One Piece 833,3M OnePiece,1,2018-04-22T02:28:41.000Z,1053619,4264,272,667
jzD_yyEcp0M,18.17.02,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,Marshmello,10,2018-02-16T12:41:36.000Z,2362255,238099,3149,21070
jZAacKltw8E,18.21.04,シンデレラガール,u y,22,2018-04-17T16:12:30.000Z,8402,440,4,12
Jz50eTT6y8g,18.20.02,How I Made My Millions! (and so can you) 💰💰💰,PewDiePie,24,2018-02-19T19:54:16.000Z,2404042,169271,3190,20262
jYZlWfL3-HM,18.27.04,4/26 横浜DeNA対カープ ハイライト,Hiroshima First.,22,2018-04-26T12:37:15.000Z,55227,144,15,43
jYUpxhZIU58,18.23.04,乃木坂46生駒里奈［乃木坂が大好きです！］　卒業ライブ　［MAIチャン］,MAIチャン,24,2018-04-22T21:48:47.000Z,54672,621,34,96
jYUpxhZIU58,18.24.04,乃木坂46生駒里奈［乃木坂が大好きです！］　卒業ライブ　［MAIチャン］,MAIチャン,24,2018-04-22T21:48:47.000Z,105907,917,61,144
jYTY4B4tG6c,18.03.03,巨大タワーに大興奮な猫、ついにリミッターが外れ暴走する‥　Funny cat behavior,Pastel Cat World,15,2018-03-03T03:00:03.000Z,14103,729,18,62
jYTY4B4tG6c,18.03.03,巨大タワーに大興奮な猫、ついにリミッターが外れ暴走する‥　Funny cat behavior,Pastel Cat World,15,2018-03-03T03:00:03.000Z,14103,729,18,62
jYTY4B4tG6c,18.04.03,巨大タワーに大興奮な猫、ついにリミッターが外れ暴走する‥　Funny cat behavior,Pastel Cat World,15,2018-03-03T03:00:03.000Z,109202,1459,203,121
jYTY4B4tG6c,18.04.03,巨大タワーに大興奮な猫、ついにリミッターが外れ暴走する‥　Funny cat behavior,Pastel Cat World,15,2018-03-03T03:00:03.000Z,109202,1459,203,121
jytSJr3Cjng,18.28.02,【FFBE】FFエクスヴィアス公式生放送～情報の間～ ＃25,FFBE公式チャンネル FINAL FANTASY BRAVE EXVIUS,20,2018-02-27T13:44:38.000Z,31277,488,847,138
jytSJr3Cjng,18.28.02,【FFBE】FFエクスヴィアス公式生放送～情報の間～ ＃25,FFBE公式チャンネル FINAL FANTASY BRAVE EXVIUS,20,2018-02-27T13:44:38.000Z,31277,488,847,138
JYoZpwJ_JbI,18.07.03,【DHC】3/7(水) 藤井厳喜×井上和彦×居島一平【虎ノ門ニュース】,DHCテレビ,24,2018-03-07T01:28:34.000Z,106234,1528,74,0
JYoZpwJ_JbI,18.07.03,【DHC】3/7(水) 藤井厳喜×井上和彦×居島一平【虎ノ門ニュース】,DHCテレビ,24,2018-03-07T01:28:34.000Z,106234,1528,74,0
Jyo9uw8yHys,18.13.06,ゼロから外装を作る6.1★謎のⅤ型４気筒エンジンのバイクをレストア,GUNMA-17,26,2018-06-12T07:50:55.000Z,160273,3198,100,311
Jyo9uw8yHys,18.13.06,ゼロから外装を作る6.1★謎のⅤ型４気筒エンジンのバイクをレストア,GUNMA-17,26,2018-06-12T07:50:55.000Z,160273,3198,100,311
jYln7SjyfO4,18.29.03,【MUKBANG】 Eel?? Grilled Beef Hitsumabushi Rice Bowl [& Japanese Broth Rice] 5.5Kg 8500kcal[Use CC],Yuka Kinoshita木下ゆうか,24,2018-03-28T09:00:05.000Z,348986,7632,430,664
JYJCj54J9Zc,18.27.04,【毒魚】でカルパッチョ作ってみた！,釣りいろは,17,2018-04-26T09:32:23.000Z,74136,1424,47,145
jYHqJo_yk_M,18.16.02,【バドミントン】バレー部のスパイクvsバド部のスマッシュ【ガチバトル】,さんくーる,24,2018-02-15T10:05:40.000Z,59297,556,74,139
JyEMMDktaVI,18.31.05,ダイソーで買えるパズル10個が面白かった！！【脳トレ】,きょんくま,24,2018-05-31T09:00:19.000Z,17852,426,11,93
JyEMMDktaVI,18.31.05,ダイソーで買えるパズル10個が面白かった！！【脳トレ】,きょんくま,24,2018-05-31T09:00:19.000Z,17852,426,11,93
JyEMMDktaVI,18.01.06,ダイソーで買えるパズル10個が面白かった！！【脳トレ】,きょんくま,24,2018-05-31T09:00:19.000Z,25543,531,36,111
JyEMMDktaVI,18.01.06,ダイソーで買えるパズル10個が面白かった！！【脳トレ】,きょんくま,24,2018-05-31T09:00:19.000Z,25543,531,36,111
jyd45r0G-ng,18.10.05,好きな人の気持ち⭐︎6つの中から。。😃🍀,たまご,23,2018-05-09T13:56:14.000Z,5412,150,17,62
jyCPZ2svSpE,18.14.06,クレープ研究第一弾！2種類のミックス粉を比較してみた,カズ飯/Cooking Kazu,26,2018-06-13T11:00:04.000Z,57115,1311,65,175
jyCPZ2svSpE,18.14.06,クレープ研究第一弾！2種類のミックス粉を比較してみた,カズ飯/Cooking Kazu,26,2018-06-13T11:00:04.000Z,57115,1311,65,175
JY5K-uJdRC8,18.23.04,【衝撃】川に網を突っ込んだら大量に「謎の生物」が捕れた,釣りいろは,17,2018-04-22T09:00:01.000Z,110716,1509,237,357
JY3CbkHHfF4,18.21.05,ワンコインで見た目も水質も超キレイにする神アイテム！！！【古代魚水槽】,釣りよかHOUSE,24,2018-05-20T09:00:01.000Z,145950,1311,214,440
JY3CbkHHfF4,18.21.05,ワンコインで見た目も水質も超キレイにする神アイテム！！！【古代魚水槽】,釣りよかHOUSE,24,2018-05-20T09:00:01.000Z,145950,1311,214,440
jY2UZuZkfpI,18.04.06,目撃者多数！？ドラえもんの 幻の放送回　2選　「タレント」「行かなきゃ」,未知なる衝撃,25,2018-05-28T10:00:04.000Z,46302,214,36,69
jXSTgg7YPd0,18.25.04,スナイプ Vシネマに繋がるシーン,ゆじ/yuzi,22,2018-04-19T14:01:13.000Z,9154,112,4,18
jXMDd63JJ4E,18.11.05,最新ニュース速報　施光恒　2018年5月11日,最新ニュース,25,2018-05-10T22:29:42.000Z,4607,17,9,8
Jxfxw70Ie58,18.15.04,ゼロツー「やっと会えた...ダーリン...」【ダーリン・イン・ザ・フランキス】DARLING in the FRANXX,SynthesisTV 2号機,1,2018-04-14T15:37:17.000Z,84318,329,14,240
JXBPD3jPt-s,18.24.04,【MUKBANG】 PASTA USING GOHANDESUYO! 10Servings [Seaweed's Aroma Is So Nice] 3.5Kg 6131kcal[Use CC,Yuka Kinoshita木下ゆうか,24,2018-04-23T09:00:00.000Z,455214,8129,794,982
JXBPD3jPt-s,18.24.04,【MUKBANG】 PASTA USING GOHANDESUYO! 10Servings [Seaweed's Aroma Is So Nice] 3.5Kg 6131kcal[Use CC,Yuka Kinoshita木下ゆうか,24,2018-04-23T09:00:00.000Z,455214,8129,794,982
jx65BEU-XP4,18.26.03,【NMB48】「欲望者」発売 ＆ ｄヒッツで独占先行配信記念 SP,NMB48 L.ch,22,2018-03-25T19:11:48.000Z,3188,117,1,11
jx5_VlO7Msw,18.07.03,プライムニュース 最新 2018年3月6日 櫻井よしこ氏,プライムニュース最新2017 Ver3,25,2018-03-06T13:04:15.000Z,17289,127,21,41
jx5_VlO7Msw,18.07.03,プライムニュース 最新 2018年3月6日 櫻井よしこ氏,プライムニュース最新2017 Ver3,25,2018-03-06T13:04:15.000Z,17289,127,21,41
JwvBSovHvvc,18.25.02,ゴリパラ@炊飯器で飲み物が出てくる居酒屋,tetsuho,22,2018-02-24T08:57:20.000Z,10040,86,14,17
Jwt9fEFul28,18.18.02,【櫻LIVE】第278回 - 田北真樹子 × 我那覇真子 × 櫻井よしこ（プレビュー版）,言論テレビ,25,2018-02-17T00:58:04.000Z,12364,165,6,10
jWsDyoFwHBU,18.05.06,【飲み会のノリ】たくさんの有名YouTuberにとんでもないPCを買わされました,水溜りボンドの日常,20,2018-06-04T13:00:04.000Z,210222,6498,239,1226
jWsDyoFwHBU,18.05.06,【飲み会のノリ】たくさんの有名YouTuberにとんでもないPCを買わされました,水溜りボンドの日常,20,2018-06-04T13:00:04.000Z,210222,6498,239,1226
JWS_frx57HU,18.28.02,★ [속보] BIGBANG G-DRAGON(지드래곤)  군 입대 현장 ★,STARNEWS KOREA,24,2018-02-27T05:41:19.000Z,65256,670,84,255
JWS_frx57HU,18.28.02,★ [속보] BIGBANG G-DRAGON(지드래곤)  군 입대 현장 ★,STARNEWS KOREA,24,2018-02-27T05:41:19.000Z,65256,670,84,255
JwPY13jAQ5U,18.01.05,山口達也メンバーに福澤朗が”放ったド正論”に一同賛同！TOKIOメンバーの今後は？鉄腕ダッシュの運命は？【芸能Gメン】,芸能Gメン,24,2018-04-30T13:58:55.000Z,62284,131,116,32
JwPY13jAQ5U,18.02.05,山口達也メンバーに福澤朗が”放ったド正論”に一同賛同！TOKIOメンバーの今後は？鉄腕ダッシュの運命は？【芸能Gメン】,芸能Gメン,24,2018-04-30T13:58:55.000Z,195244,0,0,131
JwN44mHm9uU,18.22.04,エージェントWEST! 2018年4月22日 180422,Love Japan,24,2018-04-21T16:50:05.000Z,2933,38,0,4
jWLaTzsOOOk,18.23.05,ハワイでBBQ!今日登場する人気YouTuberは誰だ？,ラブ川食堂,24,2018-05-22T12:02:42.000Z,88895,1501,122,195
jWLaTzsOOOk,18.23.05,ハワイでBBQ!今日登場する人気YouTuberは誰だ？,ラブ川食堂,24,2018-05-22T12:02:42.000Z,88895,1501,122,195
jWLaTzsOOOk,18.24.05,ハワイでBBQ!今日登場する人気YouTuberは誰だ？,ラブ川食堂,24,2018-05-22T12:02:42.000Z,172187,2194,324,343
jWLaTzsOOOk,18.24.05,ハワイでBBQ!今日登場する人気YouTuberは誰だ？,ラブ川食堂,24,2018-05-22T12:02:42.000Z,172187,2194,324,343
JwL0qvb72AE,18.02.05,道を譲ってくれたホンダCBライダーにお礼を言ってみたら・・・【バイク動画】,あいかわ,2,2018-05-01T12:55:33.000Z,231894,2344,109,363
JwL0qvb72AE,18.02.05,道を譲ってくれたホンダCBライダーにお礼を言ってみたら・・・【バイク動画】,あいかわ,2,2018-05-01T12:55:33.000Z,231894,2344,109,363
JwL0qvb72AE,18.03.05,道を譲ってくれたホンダCBライダーにお礼を言ってみたら・・・【バイク動画】,あいかわ,2,2018-05-01T12:55:33.000Z,895579,8993,414,1280
JwL0qvb72AE,18.03.05,道を譲ってくれたホンダCBライダーにお礼を言ってみたら・・・【バイク動画】,あいかわ,2,2018-05-01T12:55:33.000Z,895579,8993,414,1280
JwFgnGqMTws,18.01.04,Zlatan is Back! God! Ibrahimovic! LA Galaxy 4-3 Los Angeles FC All goals Highlight(31/03/2018) 1080P,NIXBLACK,17,2018-03-31T21:38:17.000Z,3911688,55004,1878,6930
JwFgnGqMTws,18.01.04,Zlatan is Back! God! Ibrahimovic! LA Galaxy 4-3 Los Angeles FC All goals Highlight(31/03/2018) 1080P,NIXBLACK,17,2018-03-31T21:38:17.000Z,3911688,55004,1878,6930
JWb1oBA-Lng,18.16.04,彼女と2人で、朝ごはん作ってみた。,きまぐれクック,24,2018-04-15T11:00:01.000Z,510706,6282,1875,2395
JWb1oBA-Lng,18.16.04,彼女と2人で、朝ごはん作ってみた。,きまぐれクック,24,2018-04-15T11:00:01.000Z,510706,6282,1875,2395
JWb1oBA-Lng,18.17.04,彼女と2人で、朝ごはん作ってみた。,きまぐれクック,24,2018-04-15T11:00:01.000Z,710411,7422,2765,2867
JwaCpkE4k1A,18.07.05,【しんやっちょ4度目の逮捕】なぜか自称YouTuberと報道されるｗ【悲報】,たっくーTVれいでぃお,24,2018-05-06T12:00:01.000Z,167731,6541,198,1216
JwaCpkE4k1A,18.07.05,【しんやっちょ4度目の逮捕】なぜか自称YouTuberと報道されるｗ【悲報】,たっくーTVれいでぃお,24,2018-05-06T12:00:01.000Z,167731,6541,198,1216
jvYi2up9OBk,18.08.06,Ep20 Trailer「A New World」第20話次回予告「新しい世界」【ダーリン・イン・ザ・フランキス / ダリフラ】DARLING in the FRANXX,SynthesisTV 2号機,1,2018-06-07T11:21:49.000Z,70380,457,15,208
jvYi2up9OBk,18.08.06,Ep20 Trailer「A New World」第20話次回予告「新しい世界」【ダーリン・イン・ザ・フランキス / ダリフラ】DARLING in the FRANXX,SynthesisTV 2号機,1,2018-06-07T11:21:49.000Z,70380,457,15,208
j-vWn-FcC8c,18.21.02,"The unthinkable happened to the French dancer, the closing of the neck of her blouse was unfastened.",Science and more,28,2018-02-20T02:37:34.000Z,264718,45,306,20
j-vWn-FcC8c,18.21.02,"The unthinkable happened to the French dancer, the closing of the neck of her blouse was unfastened.",Science and more,28,2018-02-20T02:37:34.000Z,264718,45,306,20
JVWcFxCDEjc,18.11.05,天然ピュア王子様平野紫耀くんの爪痕,ジャニーズJr.の魅力を、世界に発信しよう!!チャンネル,22,2018-05-07T15:42:54.000Z,16253,170,10,5
JVPzJHFJiuw,18.05.03,【#恋チャ】第6話「突然の約束」｜恋のはじまりは放課後のチャイムから,Y!mobile(ワイモバイル),24,2018-03-05T06:58:56.000Z,85439,2668,10,481
jVOWsvwC0Ck,18.25.02,감기걸려서 콜록콜록하는 사토시,쬐끄嵐,22,2018-02-24T13:46:47.000Z,12788,0,0,0
jvO1GDJXOgo,18.28.03,YOU LAUGH YOU SLAV,PewDiePie,23,2018-03-27T22:04:33.000Z,1622598,163114,2421,19202
jvO1GDJXOgo,18.28.03,YOU LAUGH YOU SLAV,PewDiePie,23,2018-03-27T22:04:33.000Z,1622598,163115,2421,19202
jvn0aoWFgwU,18.09.06,元保護猫とのちゅーる約束！ プロレスが本気になってビビる伊達くん♯22,Afro Blue,15,2018-06-08T08:00:02.000Z,16041,940,13,87
jVKJrZ39C_A,18.02.04,回転軸と重心位置から見るゴルフクラブの動かし方,三觜喜一MITSUHASHI TV,17,2018-04-02T01:05:04.000Z,3481,35,4,1
jvKJ_Faz0Ao,18.05.06,よみがえる創動9　仮面ライダークローズマグマ　Cross-Z Magma,youheidx,24,2018-06-04T10:47:19.000Z,44941,564,26,47
jvcjT39WoyE,18.28.02,みんなが考えるいろんな青鬼を探せ！「ウォーリーを探せ！青鬼３」,おまめサンシローTV,24,2018-02-27T07:39:08.000Z,18604,628,57,67
JV8L6BA6zeA,18.19.04,ystk × prfm,poppo28,22,2018-04-14T16:48:27.000Z,12798,471,6,54
Jv6ksCxAwmw,18.17.04,みやぞん「ユア・ソング（僕の歌は君の歌）」日本語カヴァー動画,UNIVERSAL MUSIC JAPAN,10,2018-04-16T19:00:03.000Z,9621,336,29,45
JV3axInogbs,18.08.06,ドンキホーテで絶対にいらないもの一万円分買ってみた,MEGWIN TV,23,2018-06-07T10:30:00.000Z,210358,2602,262,333
JV3axInogbs,18.08.06,ドンキホーテで絶対にいらないもの一万円分買ってみた,MEGWIN TV,23,2018-06-07T10:30:00.000Z,210358,2602,262,333
juzv_gjJ6T0,18.28.05,Big Mom's First Bounty | Her Past As A Pirate - One Piece 838,3M OnePiece,1,2018-05-27T02:46:13.000Z,584884,2166,175,528
juzv_gjJ6T0,18.28.05,Big Mom's First Bounty | Her Past As A Pirate - One Piece 838,3M OnePiece,1,2018-05-27T02:46:13.000Z,584884,2166,175,528
juwE8oNTRQQ,18.14.06,【大食い】激盛りピーマン！青椒肉絲 総重量6.0㎏,/谷やん谷崎鷹人,24,2018-06-13T14:33:36.000Z,151439,3300,219,760
juwE8oNTRQQ,18.14.06,【大食い】激盛りピーマン！青椒肉絲 総重量6.0㎏,/谷やん谷崎鷹人,24,2018-06-13T14:33:36.000Z,151439,3300,219,760
jUVDqtqs9cI,18.28.02,「Fate/Grand Order Original Soundtrack Ⅱ」視聴動画,TYPE-MOON MOVIE,20,2018-02-27T13:17:53.000Z,74887,2331,25,140
jUVDqtqs9cI,18.28.02,「Fate/Grand Order Original Soundtrack Ⅱ」視聴動画,TYPE-MOON MOVIE,20,2018-02-27T13:17:53.000Z,74887,2331,25,140
jUpsp0Zpxtg,18.05.05,Gurazeni   Episode 03 SUBBED グラゼニ,Pachamama Laurinda,1,2018-04-20T19:33:23.000Z,7865,19,3,4
jUKALEfh3qE,18.27.04,羽生結弦に安倍首相が質問「北京は？」,vincent capote,17,2018-04-26T09:18:49.000Z,23277,239,8,11
JUbCpcFVisk,18.06.05,【20180505】マルチ安打。大谷翔平選手今日のショータイム,スタマTV YouTuber2.0,17,2018-05-05T06:41:26.000Z,9368,28,3,3
JuAT_6qnMrM,18.05.06,店長号泣？遊楽舎のUFOキャッチャーが二台壊れて動かなくなってしまいました…,ヒカル（Hikaru）,24,2018-06-04T07:58:44.000Z,571751,9623,2889,769
JuAT_6qnMrM,18.05.06,店長号泣？遊楽舎のUFOキャッチャーが二台壊れて動かなくなってしまいました…,ヒカル（Hikaru）,24,2018-06-04T07:58:44.000Z,571751,9623,2889,769
juaaGmJYxXc,18.03.04,期間限定公開　直ぐ消します　ＮＨＫに電話してブチ切れしました【気が弱い人はみないで】２,孝志立花,25,2018-04-02T10:24:49.000Z,70054,1361,169,370
jTrJg8jyYzQ,18.02.05,私立恵比寿中学 - 自由へ道連れ(椎名林檎トリビュート・アルバム『アダムとイヴの林檎』より),エビ中のエビちゃんねる!,10,2018-05-01T01:00:02.000Z,53389,1767,25,201
JTpJJ1qR_fE,18.04.04,かわいい子猫が突然お家にやってきた－その時、先住猫達は・・・？！３日目－kitten came to our house 4,面白くてかわいい子猫チャンネル,15,2018-03-27T06:00:00.000Z,13377,62,10,52
jTIxOFidF2Q,18.23.03,今日のシャンシャン ３月２２日　上野動物園　香香　パンダ,mrpenta,15,2018-03-22T10:44:49.000Z,12949,0,0,0
jTIxOFidF2Q,18.23.03,今日のシャンシャン ３月２２日　上野動物園　香香　パンダ,mrpenta,15,2018-03-22T10:44:49.000Z,12949,0,0,0
jtIrU5IFs0M,18.20.04,BTS Food Hyung Line & Chefs Maknae Line Costumes |Japan Fanmeeting Vol 4 Day 2,DaisyxBTS 07,24,2018-04-19T15:32:10.000Z,47815,2393,9,119
JTDynnndH4E,18.05.04,米津玄師がサラリーマンの喧嘩の現場に,解禁ガールズ無修正動画,22,2018-03-30T14:51:16.000Z,265880,292,1777,600
JTDynnndH4E,18.06.04,米津玄師がサラリーマンの喧嘩の現場に,解禁ガールズ無修正動画,22,2018-03-30T14:51:16.000Z,500799,476,3255,812
JT8j36cTKk8,18.26.02,2018.2.25 vs Yokohama F Marinos（Highlight）,セレッソ大阪OFFICIAL,24,2018-02-25T10:34:11.000Z,6012,63,5,11
jT7HNqL5pZk,18.10.06,ゴリビアこわれた(いつものこと),サンダーお兄さん,23,2018-06-10T10:17:32.000Z,22946,302,20,25
jT7HNqL5pZk,18.11.06,ゴリビアこわれた(いつものこと),サンダーお兄さん,23,2018-06-10T10:17:32.000Z,26843,327,21,28
JsZUZAsVgdE,18.25.05,大将が本当に欲しいものを聞いてみました,ヒカル2ndチャンネル,24,2018-05-24T11:45:01.000Z,118576,2785,632,298
JsZUZAsVgdE,18.25.05,大将が本当に欲しいものを聞いてみました,ヒカル2ndチャンネル,24,2018-05-24T11:45:01.000Z,118576,2785,632,298
jSwdJuajj0c,18.01.04,【大食い】餃子１００個に挑戦！！余裕で食い切れるでしょ？,ぷろたん日記,24,2018-03-31T10:27:19.000Z,111650,1462,478,409
jSwdJuajj0c,18.01.04,【大食い】餃子１００個に挑戦！！余裕で食い切れるでしょ？,ぷろたん日記,24,2018-03-31T10:27:19.000Z,111650,1462,478,409
jSwdJuajj0c,18.02.04,【大食い】餃子１００個に挑戦！！余裕で食い切れるでしょ？,ぷろたん日記,24,2018-03-31T10:27:19.000Z,191519,1896,714,471
jSvuBVOYGas,18.15.05,ジェジュン 東方神起分裂、今だから語れるあの時の思いにファン号泣…,芸能ニュースボックス,22,2018-05-14T06:01:10.000Z,9245,72,59,3
jStKu23UfHc,18.12.02,【ダウンタウンなう】今の「どないやねん」の使い方良かったなあ･･･,asamoTV,24,2018-02-12T01:49:37.000Z,49826,252,17,65
jStKu23UfHc,18.13.02,【ダウンタウンなう】今の「どないやねん」の使い方良かったなあ･･･,asamoTV,24,2018-02-12T01:49:37.000Z,162137,557,52,166
jStKu23UfHc,18.13.02,【ダウンタウンなう】今の「どないやねん」の使い方良かったなあ･･･,asamoTV,24,2018-02-12T01:49:37.000Z,162137,557,52,166
jsr-rgrxmbk,18.10.05,失敗を恐れないメンタルの作り方～根拠なき不安を根拠なき自信に変えるには,メンタリスト DaiGo,28,2018-05-09T13:18:13.000Z,29196,0,0,23
JspVs6ILBKE,18.29.04,TOKIO　山口メンバーの件で城島怒りのコメント,Douga Tyumoku,15,2018-04-27T23:40:12.000Z,3798438,15313,1666,7983
JspVs6ILBKE,18.29.04,TOKIO　山口メンバーの件で城島怒りのコメント,Douga Tyumoku,15,2018-04-27T23:40:12.000Z,3798438,15313,1666,7983
JspVs6ILBKE,18.30.04,TOKIO　山口メンバーの件で城島怒りのコメント,Douga Tyumoku,15,2018-04-27T23:40:12.000Z,5161631,18991,2232,9630
JspVs6ILBKE,18.30.04,TOKIO　山口メンバーの件で城島怒りのコメント,Douga Tyumoku,15,2018-04-27T23:40:12.000Z,5161631,18991,2232,9630
jsNDO9nc_W4,18.04.03,Pilipinas Got Talent 2018 Auditions: Zoodiva - Animals Sounds,Pilipinas Got Talent,24,2018-03-03T12:02:15.000Z,759852,3766,300,341
jsMQBReVY7o,18.11.05,5/10新作入荷！！INKWELL質問コーナー,プチプラのあやチャンネル,26,2018-05-10T13:40:18.000Z,17967,176,26,12
JsIsV1OStnM,18.13.05,風男塾 / 君色々移り,TeichikuMusicChannel,10,2018-05-12T10:30:28.000Z,51066,4059,29,539
JsAFJSmyj7s,18.21.05,【ライブ配信】ももと天のまったり日曜日,Momo and Tenももと天,15,2018-05-20T08:34:05.000Z,48694,1605,21,132
JsAFJSmyj7s,18.21.05,【ライブ配信】ももと天のまったり日曜日,Momo and Tenももと天,15,2018-05-20T08:34:05.000Z,48694,1605,21,132
JRvH19Qpj0Q,18.04.05,Free! -Take your marks- English Subbed,Dan,1,2018-04-28T16:33:05.000Z,8773,642,5,23
JRvH19Qpj0Q,18.04.05,Free! -Take your marks- English Subbed,Dan,1,2018-04-28T16:33:05.000Z,8773,642,5,23
jRRsVZ04kmI,18.16.04,ONE OK ROCK Taka 名古屋ドームにてToruに彼女について突っ込まれる！,haruharuチャンネル,22,2018-04-14T16:02:10.000Z,54715,109,76,38
jrNXE6da-f8,18.07.04,バナナマンのバナナムーンGOLD 2018年04月06日　日村結婚報告会,ラジオ深夜便,24,2018-04-06T18:56:05.000Z,17975,221,7,72
JrnSfMggWIQ,18.12.05,"WANTED SA RADYO FULL EPISODE | May 11, 2018",Raffy Tulfo in Action,25,2018-05-11T20:08:44.000Z,62249,994,107,182
JRMDbH5xJtw,18.21.04,SixTONES １対１のサシトーク【不仲の噂】京本大我×松村北斗 本当に仲が悪いのか検証してみた,ジャニーズJr.チャンネル,24,2018-04-20T11:00:02.000Z,125166,0,0,2212
jRKG1iDYxKs,18.17.04,バイキング 2018年4月16日 180416,ニュース番組 jp,25,2018-04-16T05:16:07.000Z,15915,25,34,33
jrkagZinHsU,18.11.03,ワンピース８９７ー日本語のフル,スカッとする話,1,2018-03-10T13:33:27.000Z,654210,0,0,884
jrkagZinHsU,18.11.03,ワンピース８９７ー日本語のフル,スカッとする話,1,2018-03-10T13:33:27.000Z,654210,0,0,884
jRk6KqZsyHE,18.03.06,ウォーターポンプ、カムシール、クランクシール、交換,GUNMA-17,26,2018-06-02T08:03:54.000Z,100615,1771,58,201
jRfUedP_0a0,18.05.04,J=J新曲MV、モー娘。20周年企画、こぶし井上の定点観測、ひなフェス2018LIVE映像、譜久村ヘアアレンジ紹介、こぶし企画Part3　MC：稲場愛香【ハロ！ステ#264】,ハロ！ステ,10,2018-04-04T12:00:04.000Z,71593,1437,38,727
JRFnDMUHdrw,18.20.03,【美好生活】Wonderful Life EP32 超清无删版正片 张嘉译/李小冉/宋丹丹/牛莉等 百纳热播剧场,百納熱播劇場,24,2018-03-19T15:30:00.000Z,98983,75,36,58
JRFnDMUHdrw,18.20.03,【美好生活】Wonderful Life EP32 超清无删版正片 张嘉译/李小冉/宋丹丹/牛莉等 百纳热播剧场,百納熱播劇場,24,2018-03-19T15:30:00.000Z,98983,75,36,58
JRFBtzieoc0,18.13.05,"宮野真守のRADIO SMILE #213 ゲスト,蒼井翔太（2018年05月13日）ラジオ",男性声優ラジオまとめ,24,2018-05-12T17:34:51.000Z,4776,139,2,4
JrEsGQNFQq8,18.02.04,2018 04 01 有吉弘行のSUNDAY NIGHT DREAMER 2018 04 01 サンデーナイトドリーマー,新宇田川フリーコースターズ,22,2018-04-01T13:44:44.000Z,42570,337,174,62
Jre13xn-8_Y,18.09.05,マーシー用スキン「ピンク」 | BCRFへの支援 | オーバーウォッチ,Overwatch: オーバーウォッチ,20,2018-05-08T18:41:26.000Z,3030,36,1,6
